date,day_of_week,month,is_weekend,is_holiday,public_holiday_name,university_calendar_status,is_school_in_session,weather,temperature_C,promotion,foot_traffic_index,student_density_index,daily_sales_NGN,transactions_count,avg_order_value_NGN,ramadan,lent
2022-03-11,Friday,3,False,False,,Strike,False,Cloudy,32.8,False,29,5,32494,23,1412.78,False,True
2022-03-12,Saturday,3,True,False,,Strike,False,Sunny,32.0,False,23,0,36428,22,1655.82,False,True
2022-03-13,Sunday,3,True,False,,Strike,False,Sunny,35.9,False,35,3,46074,30,1535.8,False,True
2022-03-14,Monday,3,False,False,,Strike,False,Sunny,33.6,False,23,16,38773,24,1615.54,False,True
2022-03-15,Tuesday,3,False,False,,Strike,False,Sunny,32.0,True,32,15,51396,34,1511.65,False,True
2022-03-16,Wednesday,3,False,False,,Strike,False,Sunny,33.4,False,37,10,33857,20,1692.85,False,True
2022-03-17,Thursday,3,False,False,,Strike,False,Sunny,34.8,False,31,11,38525,26,1481.73,False,True
2022-03-18,Friday,3,False,False,,Strike,False,Cloudy,34.1,False,38,13,38340,22,1742.73,False,True
2022-03-19,Saturday,3,True,False,,Strike,False,Cloudy,31.9,True,48,5,52264,34,1537.18,False,True
2022-03-20,Sunday,3,True,False,,Strike,False,Sunny,33.3,False,45,21,43693,26,1680.5,False,True
2022-03-21,Monday,3,False,False,,Strike,False,Sunny,34.5,False,37,23,39848,30,1328.27,False,True
2022-03-22,Tuesday,3,False,False,,Strike,False,Sunny,32.4,False,38,20,41378,30,1379.27,False,True
2022-03-23,Wednesday,3,False,False,,Strike,False,Sunny,32.9,False,37,18,34610,20,1730.5,False,True
2022-03-24,Thursday,3,False,False,,Strike,False,Cloudy,34.2,False,42,7,40731,27,1508.56,False,True
2022-03-25,Friday,3,False,False,,Strike,False,Cloudy,32.6,False,30,19,35493,24,1478.88,False,True
2022-03-26,Saturday,3,True,False,,Strike,False,Sunny,31.4,False,42,17,38947,24,1622.79,False,True
2022-03-27,Sunday,3,True,False,,Strike,False,Sunny,34.2,False,45,2,43893,25,1755.72,False,True
2022-03-28,Monday,3,False,False,,Strike,False,Cloudy,31.7,False,44,17,42231,26,1624.27,False,True
2022-03-29,Tuesday,3,False,False,,Strike,False,Sunny,33.7,False,31,19,46140,26,1774.62,False,True
2022-03-30,Wednesday,3,False,False,,Strike,False,Sunny,33.9,False,34,7,38221,28,1365.04,False,True
2022-03-31,Thursday,3,False,False,,Strike,False,Sunny,32.9,False,36,18,45567,28,1627.39,False,True
2022-04-01,Friday,4,False,False,,Strike,False,Rainy,30.0,False,28,23,33984,19,1788.63,False,True
2022-04-02,Saturday,4,True,False,,Strike,False,Rainy,33.7,False,22,10,23942,16,1496.38,True,True
2022-04-03,Sunday,4,True,False,,Strike,False,Rainy,32.8,False,41,11,29354,19,1544.95,True,True
2022-04-04,Monday,4,False,False,,Strike,False,Sunny,32.5,True,37,30,40391,25,1615.64,True,True
2022-04-05,Tuesday,4,False,False,,Strike,False,Sunny,30.5,False,37,12,31070,20,1553.5,True,True
2022-04-06,Wednesday,4,False,False,,Strike,False,Cloudy,32.3,False,41,18,28564,16,1785.25,True,True
2022-04-07,Thursday,4,False,False,,Strike,False,Sunny,31.5,False,27,4,30112,21,1433.9,True,True
2022-04-08,Friday,4,False,False,,Strike,False,Rainy,33.7,False,24,25,28745,18,1596.94,True,True
2022-04-09,Saturday,4,True,False,,Strike,False,Rainy,31.5,False,31,2,35928,23,1562.09,True,True
2022-04-10,Sunday,4,True,False,,Strike,False,Sunny,32.5,False,45,12,41494,30,1383.13,True,True
2022-04-11,Monday,4,False,False,,Strike,False,Cloudy,34.6,False,44,9,35536,22,1615.27,True,True
2022-04-12,Tuesday,4,False,False,,Strike,False,Rainy,32.2,False,18,25,26099,17,1535.24,True,True
2022-04-13,Wednesday,4,False,False,,Strike,False,Sunny,32.5,False,31,0,26482,16,1655.12,True,True
2022-04-14,Thursday,4,False,False,,Strike,False,Rainy,34.3,False,31,9,30318,20,1515.9,True,True
2022-04-15,Friday,4,False,True,Good Friday,Strike,False,Cloudy,32.9,False,36,28,22804,14,1628.86,True,True
2022-04-16,Saturday,4,True,False,,Strike,False,Sunny,32.7,False,43,5,32147,23,1397.7,True,True
2022-04-17,Sunday,4,True,False,,Strike,False,Rainy,31.6,False,38,18,36601,25,1464.04,True,False
2022-04-18,Monday,4,False,True,Easter Monday,Strike,False,Rainy,30.3,False,19,17,27427,18,1523.72,True,False
2022-04-19,Tuesday,4,False,False,,Strike,False,Rainy,33.1,True,39,0,36771,24,1532.12,True,False
2022-04-20,Wednesday,4,False,False,,Strike,False,Rainy,31.0,False,19,23,34074,22,1548.82,True,False
2022-04-21,Thursday,4,False,False,,Strike,False,Rainy,32.7,False,27,18,33370,27,1235.93,True,False
2022-04-22,Friday,4,False,False,,Strike,False,Rainy,33.8,False,21,12,27794,18,1544.11,True,False
2022-04-23,Saturday,4,True,False,,Strike,False,Rainy,30.7,False,25,0,29460,22,1339.09,True,False
2022-04-24,Sunday,4,True,False,,Strike,False,Rainy,32.4,False,26,5,34209,23,1487.35,True,False
2022-04-25,Monday,4,False,False,,Strike,False,Rainy,31.0,False,26,11,29977,20,1498.85,True,False
2022-04-26,Tuesday,4,False,False,,Strike,False,Cloudy,32.8,False,22,5,29171,22,1325.95,True,False
2022-04-27,Wednesday,4,False,False,,Strike,False,Cloudy,31.2,False,41,22,33666,22,1530.27,True,False
2022-04-28,Thursday,4,False,False,,Strike,False,Cloudy,34.1,False,35,5,38272,25,1530.88,True,False
2022-04-29,Friday,4,False,False,,Strike,False,Rainy,33.1,False,7,2,27437,21,1306.52,True,False
2022-04-30,Saturday,4,True,False,,Strike,False,Sunny,33.4,False,40,19,39645,27,1468.33,True,False
2022-05-01,Sunday,5,True,True,Workers' Day,Strike,False,Sunny,31.2,False,40,22,34459,25,1378.36,True,False
2022-05-02,Monday,5,False,True,Eid al-Fitr,Strike,False,Cloudy,32.4,False,14,22,35058,24,1460.75,False,False
2022-05-03,Tuesday,5,False,False,,Strike,False,Cloudy,31.1,False,44,25,34454,24,1435.58,False,False
2022-05-04,Wednesday,5,False,False,,Strike,False,Sunny,29.6,False,27,0,23982,17,1410.71,False,False
2022-05-05,Thursday,5,False,False,,Strike,False,Rainy,32.9,False,22,23,27905,16,1744.06,False,False
2022-05-06,Friday,5,False,False,,Strike,False,Cloudy,28.8,False,22,15,31144,20,1557.2,False,False
2022-05-07,Saturday,5,True,False,,Strike,False,Rainy,31.2,False,22,16,31403,20,1570.15,False,False
2022-05-08,Sunday,5,True,False,,Strike,False,Cloudy,31.8,False,40,24,34713,20,1735.65,False,False
2022-05-09,Monday,5,False,False,,Strike,False,Cloudy,32.2,True,48,7,39755,21,1893.1,False,False
2022-05-10,Tuesday,5,False,False,,Strike,False,Rainy,28.9,False,34,17,30386,21,1446.95,False,False
2022-05-11,Wednesday,5,False,False,,Strike,False,Rainy,32.0,True,42,24,36594,22,1663.36,False,False
2022-05-12,Thursday,5,False,False,,Strike,False,Rainy,30.1,False,13,8,27486,18,1527.0,False,False
2022-05-13,Friday,5,False,False,,Strike,False,Rainy,29.7,False,15,26,29415,18,1634.17,False,False
2022-05-14,Saturday,5,True,False,,Strike,False,Rainy,28.8,False,20,1,30360,19,1597.89,False,False
2022-05-15,Sunday,5,True,False,,Strike,False,Rainy,28.6,False,46,23,36589,23,1590.83,False,False
2022-05-16,Monday,5,False,False,,Strike,False,Rainy,31.1,False,47,26,29277,19,1540.89,False,False
2022-05-17,Tuesday,5,False,False,,Strike,False,Rainy,30.6,False,20,14,28578,15,1905.2,False,False
2022-05-18,Wednesday,5,False,False,,Strike,False,Rainy,31.8,False,44,33,33451,21,1592.9,False,False
2022-05-19,Thursday,5,False,False,,Strike,False,Cloudy,29.1,False,27,22,34244,21,1630.67,False,False
2022-05-20,Friday,5,False,False,,Strike,False,Rainy,29.2,False,39,32,35772,21,1703.43,False,False
2022-05-21,Saturday,5,True,False,,Strike,False,Rainy,29.6,False,39,6,29159,16,1822.44,False,False
2022-05-22,Sunday,5,True,False,,Strike,False,Cloudy,26.6,False,33,5,31941,20,1597.05,False,False
2022-05-23,Monday,5,False,False,,Strike,False,Rainy,30.1,False,12,15,26011,18,1445.06,False,False
2022-05-24,Tuesday,5,False,False,,Strike,False,Sunny,26.9,False,21,9,25603,18,1422.39,False,False
2022-05-25,Wednesday,5,False,False,,Strike,False,Cloudy,32.9,False,36,18,31230,23,1357.83,False,False
2022-05-26,Thursday,5,False,False,,Strike,False,Cloudy,27.3,False,38,26,30244,19,1591.79,False,False
2022-05-27,Friday,5,False,False,,Strike,False,Rainy,28.9,False,44,32,32651,19,1718.47,False,False
2022-05-28,Saturday,5,True,False,,Strike,False,Rainy,30.3,True,57,26,44741,34,1315.91,False,False
2022-05-29,Sunday,5,True,False,,Strike,False,Rainy,28.8,False,33,30,35024,20,1751.2,False,False
2022-05-30,Monday,5,False,False,,Strike,False,Sunny,29.9,False,37,8,32700,21,1557.14,False,False
2022-05-31,Tuesday,5,False,False,,Strike,False,Rainy,29.9,False,11,18,26615,17,1565.59,False,False
2022-06-01,Wednesday,6,False,False,,Strike,False,Cloudy,30.1,False,29,14,33121,18,1840.06,False,False
2022-06-02,Thursday,6,False,False,,Strike,False,Rainy,26.8,False,31,21,29604,20,1480.2,False,False
2022-06-03,Friday,6,False,False,,Strike,False,Rainy,28.5,False,33,24,37518,23,1631.22,False,False
2022-06-04,Saturday,6,True,False,,Strike,False,Cloudy,29.7,False,43,19,49830,29,1718.28,False,False
2022-06-05,Sunday,6,True,False,,Strike,False,Rainy,29.7,False,44,30,39023,25,1560.92,False,False
2022-06-06,Monday,6,False,False,,Strike,False,Rainy,30.4,False,21,14,29395,20,1469.75,False,False
2022-06-07,Tuesday,6,False,False,,Strike,False,Rainy,27.2,False,5,13,31884,19,1678.11,False,False
2022-06-08,Wednesday,6,False,False,,Strike,False,Rainy,27.4,False,47,28,37389,22,1699.5,False,False
2022-06-09,Thursday,6,False,False,,Strike,False,Sunny,31.2,False,36,19,36750,24,1531.25,False,False
2022-06-10,Friday,6,False,False,,Strike,False,Rainy,27.9,False,15,9,30923,25,1236.92,False,False
2022-06-11,Saturday,6,True,False,,Strike,False,Rainy,26.3,False,39,29,39625,28,1415.18,False,False
2022-06-12,Sunday,6,True,True,Democracy Day,Strike,False,Rainy,27.2,False,34,27,33852,26,1302.0,False,False
2022-06-13,Monday,6,False,False,,Strike,False,Rainy,28.9,False,37,23,34249,22,1556.77,False,False
2022-06-14,Tuesday,6,False,False,,Strike,False,Rainy,27.5,False,27,15,30261,22,1375.5,False,False
2022-06-15,Wednesday,6,False,False,,Strike,False,Rainy,27.1,False,43,23,30523,19,1606.47,False,False
2022-06-16,Thursday,6,False,False,,Strike,False,Sunny,28.7,False,36,8,39435,32,1232.34,False,False
2022-06-17,Friday,6,False,False,,Strike,False,Rainy,28.2,False,20,15,34227,23,1488.13,False,False
2022-06-18,Saturday,6,True,False,,Strike,False,Cloudy,26.2,False,27,0,40041,22,1820.05,False,False
2022-06-19,Sunday,6,True,False,,Strike,False,Rainy,31.9,False,34,4,32801,21,1561.95,False,False
2022-06-20,Monday,6,False,False,,Strike,False,Cloudy,27.8,False,30,22,39441,25,1577.64,False,False
2022-06-21,Tuesday,6,False,False,,Strike,False,Cloudy,27.6,False,40,34,34340,21,1635.24,False,False
2022-06-22,Wednesday,6,False,False,,Strike,False,Rainy,31.8,True,29,0,37161,23,1615.7,False,False
2022-06-23,Thursday,6,False,False,,Strike,False,Rainy,26.7,False,11,14,31291,18,1738.39,False,False
2022-06-24,Friday,6,False,False,,Strike,False,Rainy,28.1,True,45,16,41889,25,1675.56,False,False
2022-06-25,Saturday,6,True,False,,Strike,False,Sunny,30.3,False,34,11,41049,29,1415.48,False,False
2022-06-26,Sunday,6,True,False,,Strike,False,Rainy,27.0,False,52,31,49484,36,1374.56,False,False
2022-06-27,Monday,6,False,False,,Strike,False,Rainy,25.8,False,36,15,32080,19,1688.42,False,False
2022-06-28,Tuesday,6,False,False,,Strike,False,Sunny,28.9,True,46,33,54035,31,1743.06,False,False
2022-06-29,Wednesday,6,False,False,,Strike,False,Sunny,29.0,False,38,12,36089,25,1443.56,False,False
2022-06-30,Thursday,6,False,False,,Strike,False,Rainy,26.9,False,35,31,37270,26,1433.46,False,False
2022-07-01,Friday,7,False,False,,Strike,False,Cloudy,24.8,False,27,1,30943,20,1547.15,False,False
2022-07-02,Saturday,7,True,False,,Strike,False,Cloudy,26.6,False,36,7,40559,24,1689.96,False,False
2022-07-03,Sunday,7,True,False,,Strike,False,Cloudy,26.0,False,49,3,35995,25,1439.8,False,False
2022-07-04,Monday,7,False,False,,Strike,False,Rainy,27.1,False,25,19,29724,18,1651.33,False,False
2022-07-05,Tuesday,7,False,False,,Strike,False,Cloudy,23.7,False,22,5,30227,21,1439.38,False,False
2022-07-06,Wednesday,7,False,False,,Strike,False,Sunny,24.3,False,37,21,37439,23,1627.78,False,False
2022-07-07,Thursday,7,False,False,,Strike,False,Rainy,26.5,False,28,16,25366,16,1585.38,False,False
2022-07-08,Friday,7,False,False,,Strike,False,Rainy,29.3,False,30,17,33864,25,1354.56,False,False
2022-07-09,Saturday,7,True,True,Eid al-Adha,Strike,False,Cloudy,27.2,False,35,11,52061,38,1370.03,False,False
2022-07-10,Sunday,7,True,False,,Strike,False,Sunny,27.2,False,44,15,45053,29,1553.55,False,False
2022-07-11,Monday,7,False,False,,Strike,False,Rainy,26.5,False,30,12,28235,15,1882.33,False,False
2022-07-12,Tuesday,7,False,False,,Strike,False,Rainy,26.4,False,35,19,35148,21,1673.71,False,False
2022-07-13,Wednesday,7,False,False,,Strike,False,Rainy,26.5,False,36,19,31626,18,1757.0,False,False
2022-07-14,Thursday,7,False,False,,Strike,False,Rainy,28.2,False,28,13,28820,16,1801.25,False,False
2022-07-15,Friday,7,False,False,,Strike,False,Rainy,26.0,False,15,12,24849,16,1553.06,False,False
2022-07-16,Saturday,7,True,False,,Strike,False,Rainy,22.8,False,64,40,44294,29,1527.38,False,False
2022-07-17,Sunday,7,True,False,,Strike,False,Cloudy,23.7,False,44,28,43944,27,1627.56,False,False
2022-07-18,Monday,7,False,False,,Strike,False,Rainy,27.6,False,24,21,25459,16,1591.19,False,False
2022-07-19,Tuesday,7,False,False,,Strike,False,Cloudy,26.0,False,31,15,32812,22,1491.45,False,False
2022-07-20,Wednesday,7,False,False,,Strike,False,Rainy,24.0,True,38,9,37832,24,1576.33,False,False
2022-07-21,Thursday,7,False,False,,Strike,False,Rainy,26.1,False,33,6,26505,18,1472.5,False,False
2022-07-22,Friday,7,False,False,,Strike,False,Rainy,26.5,False,29,25,29968,24,1248.67,False,False
2022-07-23,Saturday,7,True,False,,Strike,False,Cloudy,27.7,False,44,15,39827,25,1593.08,False,False
2022-07-24,Sunday,7,True,False,,Strike,False,Cloudy,26.0,False,43,16,36743,21,1749.67,False,False
2022-07-25,Monday,7,False,False,,Strike,False,Rainy,23.9,False,32,10,29174,20,1458.7,False,False
2022-07-26,Tuesday,7,False,False,,Strike,False,Rainy,24.9,False,23,0,23637,17,1390.41,False,False
2022-07-27,Wednesday,7,False,False,,Strike,False,Sunny,26.0,False,39,22,35826,26,1377.92,False,False
2022-07-28,Thursday,7,False,False,,Strike,False,Rainy,24.2,False,22,17,29968,17,1762.82,False,False
2022-07-29,Friday,7,False,False,,Strike,False,Rainy,25.7,False,28,16,29656,19,1560.84,False,False
2022-07-30,Saturday,7,True,False,,Strike,False,Rainy,26.3,False,18,3,27537,17,1619.82,False,False
2022-07-31,Sunday,7,True,False,,Strike,False,Cloudy,25.2,False,43,7,40905,29,1410.52,False,False
2022-08-01,Monday,8,False,False,,Strike,False,Rainy,26.6,False,9,4,24640,16,1540.0,False,False
2022-08-02,Tuesday,8,False,False,,Strike,False,Rainy,26.8,False,23,13,29324,19,1543.37,False,False
2022-08-03,Wednesday,8,False,False,,Strike,False,Cloudy,26.3,False,32,5,34468,21,1641.33,False,False
2022-08-04,Thursday,8,False,False,,Strike,False,Rainy,24.1,False,16,6,25910,15,1727.33,False,False
2022-08-05,Friday,8,False,False,,Strike,False,Rainy,26.6,False,20,10,30047,22,1365.77,False,False
2022-08-06,Saturday,8,True,False,,Strike,False,Cloudy,24.5,False,46,26,36591,25,1463.64,False,False
2022-08-07,Sunday,8,True,False,,Strike,False,Rainy,26.7,False,32,25,34433,22,1565.14,False,False
2022-08-08,Monday,8,False,False,,Strike,False,Cloudy,25.1,False,25,3,28130,18,1562.78,False,False
2022-08-09,Tuesday,8,False,False,,Strike,False,Rainy,25.7,False,40,17,32397,19,1705.11,False,False
2022-08-10,Wednesday,8,False,False,,Strike,False,Rainy,25.3,False,17,11,24238,17,1425.76,False,False
2022-08-11,Thursday,8,False,False,,Strike,False,Sunny,27.8,False,42,22,32193,21,1533.0,False,False
2022-08-12,Friday,8,False,False,,Strike,False,Cloudy,25.8,False,37,21,36010,29,1241.72,False,False
2022-08-13,Saturday,8,True,False,,Strike,False,Sunny,25.8,False,52,20,40151,32,1254.72,False,False
2022-08-14,Sunday,8,True,False,,Strike,False,Sunny,27.8,False,52,10,43545,27,1612.78,False,False
2022-08-15,Monday,8,False,False,,Strike,False,Rainy,26.6,False,27,28,35183,23,1529.7,False,False
2022-08-16,Tuesday,8,False,False,,Strike,False,Rainy,24.3,False,19,18,29111,17,1712.41,False,False
2022-08-17,Wednesday,8,False,False,,Strike,False,Rainy,24.7,False,30,14,32267,21,1536.52,False,False
2022-08-18,Thursday,8,False,False,,Strike,False,Rainy,24.5,False,28,21,29674,18,1648.56,False,False
2022-08-19,Friday,8,False,False,,Strike,False,Cloudy,26.7,False,47,20,38804,23,1687.13,False,False
2022-08-20,Saturday,8,True,False,,Strike,False,Sunny,23.2,False,46,21,39204,24,1633.5,False,False
2022-08-21,Sunday,8,True,False,,Strike,False,Rainy,27.8,False,39,11,36337,22,1651.68,False,False
2022-08-22,Monday,8,False,False,,Strike,False,Rainy,24.2,False,41,12,33004,23,1434.96,False,False
2022-08-23,Tuesday,8,False,False,,Strike,False,Rainy,25.1,False,32,23,29586,16,1849.12,False,False
2022-08-24,Wednesday,8,False,False,,Strike,False,Sunny,26.5,False,33,16,35142,22,1597.36,False,False
2022-08-25,Thursday,8,False,False,,Strike,False,Cloudy,23.2,False,24,11,31723,20,1586.15,False,False
2022-08-26,Friday,8,False,False,,Strike,False,Cloudy,26.1,False,38,15,31048,18,1724.89,False,False
2022-08-27,Saturday,8,True,False,,Strike,False,Rainy,28.5,False,21,16,33589,23,1460.39,False,False
2022-08-28,Sunday,8,True,False,,Strike,False,Rainy,25.8,False,20,8,29785,24,1241.04,False,False
2022-08-29,Monday,8,False,False,,Strike,False,Sunny,27.1,False,30,0,26209,17,1541.71,False,False
2022-08-30,Tuesday,8,False,False,,Strike,False,Sunny,26.0,False,29,12,32785,21,1561.19,False,False
2022-08-31,Wednesday,8,False,False,,Strike,False,Cloudy,26.7,False,22,0,27998,17,1646.94,False,False
2022-09-01,Thursday,9,False,False,,Strike,False,Rainy,29.4,False,20,15,29959,19,1576.79,False,False
2022-09-02,Friday,9,False,False,,Strike,False,Sunny,26.1,False,34,10,40784,30,1359.47,False,False
2022-09-03,Saturday,9,True,False,,Strike,False,Cloudy,25.1,False,32,6,35966,20,1798.3,False,False
2022-09-04,Sunday,9,True,False,,Strike,False,Rainy,28.2,False,10,5,27903,16,1743.94,False,False
2022-09-05,Monday,9,False,False,,Strike,False,Rainy,28.3,False,15,14,29191,17,1717.12,False,False
2022-09-06,Tuesday,9,False,False,,Strike,False,Cloudy,26.4,False,36,14,32590,21,1551.9,False,False
2022-09-07,Wednesday,9,False,False,,Strike,False,Cloudy,27.2,False,47,20,38922,23,1692.26,False,False
2022-09-08,Thursday,9,False,False,,Strike,False,Cloudy,26.6,False,32,7,30319,21,1443.76,False,False
2022-09-09,Friday,9,False,False,,Strike,False,Sunny,28.1,False,46,24,36940,28,1319.29,False,False
2022-09-10,Saturday,9,True,False,,Strike,False,Cloudy,26.8,True,36,12,43993,29,1517.0,False,False
2022-09-11,Sunday,9,True,False,,Strike,False,Rainy,26.4,False,50,26,39851,24,1660.46,False,False
2022-09-12,Monday,9,False,False,,Strike,False,Rainy,27.1,False,32,6,30151,19,1586.89,False,False
2022-09-13,Tuesday,9,False,False,,Strike,False,Rainy,28.5,False,34,21,31147,20,1557.35,False,False
2022-09-14,Wednesday,9,False,False,,Strike,False,Rainy,27.1,False,38,25,33756,21,1607.43,False,False
2022-09-15,Thursday,9,False,False,,Strike,False,Sunny,28.6,False,44,13,34785,19,1830.79,False,False
2022-09-16,Friday,9,False,False,,Strike,False,Rainy,24.7,False,13,13,27028,19,1422.53,False,False
2022-09-17,Saturday,9,True,False,,Strike,False,Rainy,27.2,False,34,9,31828,22,1446.73,False,False
2022-09-18,Sunday,9,True,False,,Strike,False,Cloudy,29.7,False,41,13,43070,25,1722.8,False,False
2022-09-19,Monday,9,False,False,,Strike,False,Rainy,27.2,False,33,14,31628,19,1664.63,False,False
2022-09-20,Tuesday,9,False,False,,Strike,False,Cloudy,29.5,False,9,2,29046,19,1528.74,False,False
2022-09-21,Wednesday,9,False,False,,Strike,False,Cloudy,25.9,False,40,14,34766,21,1655.52,False,False
2022-09-22,Thursday,9,False,False,,Strike,False,Cloudy,26.3,False,37,15,34211,27,1267.07,False,False
2022-09-23,Friday,9,False,False,,Strike,False,Sunny,25.6,False,41,10,34019,26,1308.42,False,False
2022-09-24,Saturday,9,True,False,,Strike,False,Rainy,26.8,False,37,13,36013,23,1565.78,False,False
2022-09-25,Sunday,9,True,False,,Strike,False,Rainy,26.9,False,40,22,36409,26,1400.35,False,False
2022-09-26,Monday,9,False,False,,Strike,False,Rainy,26.1,True,38,11,44979,31,1450.94,False,False
2022-09-27,Tuesday,9,False,False,,Strike,False,Rainy,26.8,False,14,22,28091,16,1755.69,False,False
2022-09-28,Wednesday,9,False,False,,Strike,False,Sunny,24.7,False,33,0,33788,24,1407.83,False,False
2022-09-29,Thursday,9,False,False,,Strike,False,Rainy,26.0,False,21,2,26702,16,1668.88,False,False
2022-09-30,Friday,9,False,False,,Strike,False,Rainy,22.7,False,22,12,31358,25,1254.32,False,False
2022-10-01,Saturday,10,True,True,Independence Day,Strike,False,Sunny,28.5,False,46,15,41407,26,1592.58,False,False
2022-10-02,Sunday,10,True,False,,Strike,False,Rainy,26.3,False,43,14,35618,22,1619.0,False,False
2022-10-03,Monday,10,False,False,,Strike,False,Rainy,29.2,False,24,30,38013,26,1462.04,False,False
2022-10-04,Tuesday,10,False,False,,Strike,False,Rainy,29.8,False,30,26,38999,25,1559.96,False,False
2022-10-05,Wednesday,10,False,False,,Strike,False,Cloudy,30.6,False,32,10,31314,20,1565.7,False,False
2022-10-06,Thursday,10,False,False,,Strike,False,Rainy,32.3,False,32,23,35502,25,1420.08,False,False
2022-10-07,Friday,10,False,False,,Strike,False,Sunny,31.4,False,38,19,36648,21,1745.14,False,False
2022-10-08,Saturday,10,True,False,,Strike,False,Rainy,28.6,False,36,21,39465,24,1644.38,False,False
2022-10-09,Sunday,10,True,False,,Strike,False,Rainy,31.9,False,35,17,37194,27,1377.56,False,False
2022-10-10,Monday,10,False,False,,Strike,False,Rainy,27.4,False,18,10,30429,19,1601.53,False,False
2022-10-11,Tuesday,10,False,False,,Strike,False,Rainy,29.4,False,35,15,37061,26,1425.42,False,False
2022-10-12,Wednesday,10,False,False,,Strike,False,Cloudy,29.3,False,44,27,42397,28,1514.18,False,False
2022-10-13,Thursday,10,False,False,,Strike,False,Rainy,28.8,False,40,24,32123,23,1396.65,False,False
2022-10-14,Friday,10,False,False,,Strike,False,Rainy,29.2,False,15,11,27822,17,1636.59,False,False
2022-10-15,Saturday,10,True,False,,In Session,True,Rainy,29.4,False,60,74,104125,68,1531.25,False,False
2022-10-16,Sunday,10,True,False,,In Session,True,Rainy,28.3,False,70,79,101297,59,1716.9,False,False
2022-10-17,Monday,10,False,False,,In Session,True,Cloudy,28.4,False,63,73,94876,55,1725.02,False,False
2022-10-18,Tuesday,10,False,False,,In Session,True,Cloudy,27.4,False,67,69,109303,73,1497.3,False,False
2022-10-19,Wednesday,10,False,False,,In Session,True,Cloudy,30.6,False,75,91,101501,77,1318.19,False,False
2022-10-20,Thursday,10,False,False,,Exam Period,True,Rainy,29.8,False,56,71,88749,52,1706.71,False,False
2022-10-21,Friday,10,False,False,,Exam Period,True,Rainy,26.1,False,35,59,66487,44,1511.07,False,False
2022-10-22,Saturday,10,True,False,,Exam Period,True,Rainy,26.5,False,65,64,89280,59,1513.22,False,False
2022-10-23,Sunday,10,True,False,,Exam Period,True,Sunny,28.4,False,71,63,109358,75,1458.11,False,False
2022-10-24,Monday,10,False,False,,Exam Period,True,Rainy,32.1,True,57,51,73203,49,1493.94,False,False
2022-10-25,Tuesday,10,False,False,,Exam Period,True,Rainy,29.6,False,28,50,71857,45,1596.82,False,False
2022-10-26,Wednesday,10,False,False,,Exam Period,True,Sunny,27.8,False,56,51,75832,51,1486.9,False,False
2022-10-27,Thursday,10,False,False,,Exam Period,True,Rainy,29.9,False,52,58,76802,48,1600.04,False,False
2022-10-28,Friday,10,False,False,,Exam Period,True,Rainy,28.2,False,37,49,70248,41,1713.37,False,False
2022-10-29,Saturday,10,True,False,,Exam Period,True,Sunny,31.0,True,84,75,138548,90,1539.42,False,False
2022-10-30,Sunday,10,True,False,,Exam Period,True,Sunny,28.4,False,63,51,84488,71,1189.97,False,False
2022-10-31,Monday,10,False,False,,Exam Period,True,Sunny,26.9,False,63,72,72795,41,1775.49,False,False
2022-11-01,Tuesday,11,False,False,,Semester Break,False,Cloudy,28.4,False,28,19,41479,29,1430.31,False,False
2022-11-02,Wednesday,11,False,False,,Semester Break,False,Sunny,31.5,False,34,33,37286,23,1621.13,False,False
2022-11-03,Thursday,11,False,False,,Semester Break,False,Cloudy,29.2,False,47,44,47742,29,1646.28,False,False
2022-11-04,Friday,11,False,False,,Semester Break,False,Sunny,29.7,False,45,44,50484,31,1628.52,False,False
2022-11-05,Saturday,11,True,False,,Semester Break,False,Sunny,32.2,False,61,43,66610,41,1624.63,False,False
2022-11-06,Sunday,11,True,False,,Semester Break,False,Sunny,31.6,False,50,9,57709,34,1697.32,False,False
2022-11-07,Monday,11,False,False,,Semester Break,False,Sunny,31.7,False,52,40,51573,32,1611.66,False,False
2022-11-08,Tuesday,11,False,False,,Semester Break,False,Sunny,32.8,False,57,44,55352,37,1496.0,False,False
2022-11-09,Wednesday,11,False,False,,Semester Break,False,Sunny,31.1,False,39,15,40528,25,1621.12,False,False
2022-11-10,Thursday,11,False,False,,Semester Break,False,Sunny,31.3,False,47,29,45648,27,1690.67,False,False
2022-11-11,Friday,11,False,False,,Semester Break,False,Sunny,30.0,False,37,22,47249,26,1817.27,False,False
2022-11-12,Saturday,11,True,False,,Semester Break,False,Cloudy,29.2,False,31,7,39031,30,1301.03,False,False
2022-11-13,Sunday,11,True,False,,Semester Break,False,Rainy,30.6,False,48,38,52791,34,1552.68,False,False
2022-11-14,Monday,11,False,False,,Semester Break,False,Cloudy,28.6,False,36,22,39547,26,1521.04,False,False
2022-11-15,Tuesday,11,False,False,,Semester Break,False,Sunny,30.5,False,49,24,49308,26,1896.46,False,False
2022-11-16,Wednesday,11,False,False,,Semester Break,False,Cloudy,31.6,False,50,47,48146,30,1604.87,False,False
2022-11-17,Thursday,11,False,False,,Semester Break,False,Cloudy,31.4,False,38,36,48188,33,1460.24,False,False
2022-11-18,Friday,11,False,False,,Semester Break,False,Sunny,30.2,False,38,31,53184,41,1297.17,False,False
2022-11-19,Saturday,11,True,False,,Semester Break,False,Cloudy,29.1,False,56,34,54962,35,1570.34,False,False
